date,yt_pred_time_trend_1_dummy,yt_pred_time_trend_2_dummy,yt_pred_time_trend_3_dummy,yt_true,yt_pred_mlp_8,yt_pred_stacked_mlp
1950-05-01,1888.195175438596,1866.0955849837767,1979.965279502452,2067,2110.0116713746493,2077.57383774458
1950-06-01,2042.668859649122,2015.6582482825595,2128.720393915652,2457,2224.1421048950897,2178.556972238539
1950-07-01,2432.879385964912,2400.957750982352,2513.050840764705,2600,2698.7251685403357,2700.567643135246
1950-08-01,3537.668859649122,3500.836194997788,3611.798725312768,3530,3306.456967995082,3381.338698258829
1950-09-01,2787.879385964912,2746.1357035580486,2855.806152822998,2693,3577.912782447563,3732.5990475397716
1950-10-01,2318.8267543859643,2272.172051204635,2380.388912769081,2448,2725.543317076077,2701.1937008081404
1950-11-01,2139.3004385964905,2087.734711560295,2194.336478835228,2250,2495.2768998701727,2469.3638873067334
1950-12-01,1900.7741228070167,1844.297371272785,1949.1225352319632,1972,2192.076661085717,2177.622693083816
1951-01-01,1723.9877192982449,1663.091044381767,1794.047400197443,1682,2002.6536193907416,1950.7759584536243
1951-02-01,1706.3561403508763,1641.5306542392505,1770.4196803214018,1730,1840.204670666564,1781.4902031863953
1951-03-01,1843.040350877192,1774.286051435539,1900.9785421835145,1814,1878.897587188282,1831.821727308375
1951-04-01,1951.09298245614,1878.409868828925,2002.776617362732,1900,2021.3924378814413,1963.8622641446311
1951-05-01,2013.9877192982449,1937.3757907455013,2059.2875900695763,2051,2188.512920383572,2144.152572075086
1951-06-01,2168.461403508771,2087.9206583343366,2207.248302409315,2290,2435.181010205792,2411.998725209679
1951-07-01,2558.6719298245607,2474.202365324182,2590.8166491187885,2599,2744.4341156470264,2769.095977941108
1951-08-01,3663.461403508771,3575.0630136296704,3688.834735461154,3428,3174.0527430359903,3294.6471602967904
1951-09-01,2913.6719298245607,2821.344726479984,2932.1446666995694,2262,3072.884291689687,3229.347003890202
1951-10-01,2444.619298245613,2348.363278416623,2456.06223230772,2242,2483.550921091401,2411.6696728695106
1951-11-01,2265.0929824561395,2164.9081430623355,2269.376905969816,2103,2264.6624653623826,2225.9864115342602
1951-12-01,2026.5666666666657,1922.4530070648784,2023.562371896383,1825,2022.9634877172052,1997.8971869980007
1952-01-01,1849.7802631578936,1742.228884463913,1867.918948325576,1670,1861.170430536143,1764.938496807096
1952-02-01,1832.1486842105253,1721.650698611449,1843.75524184713,1681,1841.209893817581,1792.8236390046284
1952-03-01,1968.832894736841,1855.3883000977903,1973.8104190407207,1713,1931.9919983673324,1891.206649475683
1952-04-01,2076.8855263157884,1960.4943217812288,2075.1371114852973,1954,1986.95592812284,1919.1028244791255
1952-05-01,2139.780263157894,2020.4424479878576,2131.209003391384,1876,2135.943013850513,2108.3941124616204
1952-06-01,2294.25394736842,2171.969519866745,2278.762936864247,2272,2269.715557738094,2207.8093877538095
1952-07-01,2684.4644736842097,2559.2334311466434,2661.956806640726,2612,2684.3943585052198,2733.6900191222717
1952-08-01,3789.25394736842,3661.076283742184,3759.632717983981,3590,3034.7348630131014,3180.8044930512906
1952-09-01,3039.4644736842097,2908.34020088255,3002.6327761571656,2496,2886.170529707978,3044.397889503308
1952-10-01,2570.4118421052626,2436.340957109242,2526.272770633969,2441,2457.412065039796,2393.7043620233753
1952-11-01,2390.885526315789,2253.868026045008,2339.342175098599,2340,2268.8184241257363,2220.6471577788957
1952-12-01,2152.359210526315,2012.3950943376024,2093.3146737615825,2090,2050.985174066736,2018.2979385608173
1953-01-01,1975.5728070175428,1833.1531760266896,1937.4905848610747,1812,1941.240382367185,1864.1554159885345
1953-02-01,1957.9412280701745,1813.5571944642784,1913.1785149868097,1788,1874.6076359552203,1816.6704865561242
1953-03-01,2094.6254385964903,1948.2770002406724,2043.1176307184635,1837,1953.9523878268487,1912.3950347339178
1953-04-01,2202.678070175438,2054.365226214163,2144.360563634985,1993,2052.159336276747,2005.7203847073908
1953-05-01,2265.572807017543,2115.295556710845,2200.3809979468992,2021,2106.013694969407,2054.827335105386
1953-06-01,2420.046491228069,2267.8048328797854,2347.915775759471,2199,2347.070659818836,2295.8721430325736
1953-07-01,2810.257017543858,2656.050948449736,2731.122791809542,2622,2725.7064562485552,2744.808213166378
1953-08-01,3915.0464912280695,3758.8760053353294,3828.84415136027,3787,3177.812773310017,3314.0497805719783
1953-09-01,3165.257017543858,3007.122126765748,3071.9219596748108,2914,3138.628777513312,3318.8876987075228
1953-10-01,2696.204385964911,2536.1050872824926,2595.672006226852,2487,2807.7356996866624,2800.5059736954604
1953-11-01,2516.678070175438,2354.6143605083103,2408.883764700602,2314,2485.07049089587,2428.4612879268493
1953-12-01,2278.151754385964,2114.1236330909583,2163.030919306588,2139,2199.950082345504,2166.38538760484
1954-01-01,2101.365350877192,1935.8639190700976,2007.413788282964,2124,2028.901301617407,1971.4214185565274
1954-02-01,2083.733771929824,1917.2501417977392,1983.340978219465,2214,2033.03707997002,2026.1910545552682
1954-03-01,2220.41798245614,2052.952151864186,2113.551655695767,2234,2174.3806753770696,2188.8486152580667
1954-04-01,2328.470614035087,2160.022582127729,2215.09845229082,2279,2286.803059071249,2266.3896934127656
1954-05-01,2391.365350877192,2221.935116914464,2271.4550522151458,2423,2315.1422867203974,2265.4111071001294
1954-06-01,2545.8390350877185,2375.4265973734564,2419.358297574013,2290,2499.8368507008518,2447.165039108652
1954-07-01,2936.049561403508,2764.65491723346,2802.96608310426,2903,2829.595004982435,2804.0615208735717
1954-08-01,4040.83903508772,3868.462178409106,3901.120514069047,4485,3470.152845207705,3597.9199930266386
1954-09-01,3291.049561403508,3117.6905041295768,3144.663695731529,3085,3673.9962981629214,3872.9269081491966
1954-10-01,2821.9969298245605,2647.6556689363742,2668.911417565393,2852,2987.9649928185554,2943.684387109551
1954-11-01,2642.4706140350872,2467.147146452244,2482.653153254849,2629,2676.099494107129,2617.4096916717513
1954-12-01,2403.944298245613,2227.638623324945,2237.362587010421,2435,2443.885240448425,2406.7145002568273
1955-01-01,2227.157894736841,2050.3611135941374,2082.3400370702666,2227,2363.956025364919,2329.934162620477
1955-02-01,2209.526315789473,2032.729540611831,2058.89411002412,1944,2325.677504838712,2333.494039018779
1955-03-01,2346.210526315788,2169.41375496833,2189.763972451656,2125,2325.776825126617,2315.9242316487457
1955-04-01,2454.263157894736,2277.4663895219264,2292.002255931823,2260,2439.76092366238,2433.3009864959417
1955-05-01,2517.157894736841,2340.361128598713,2349.0826446751485,2299,2506.5639892681565,2495.566224982633
1955-06-01,2671.6315789473674,2494.834813347759,2497.7419807868946,2323,2571.794534825656,2489.280086712784
1955-07-01,3061.842105263157,2885.0453374978147,2882.1381590039045,2659,3131.217731142354,3110.9317016651166
1955-08-01,4166.631578947367,3989.8348029635135,3981.1132845893353,3761,3754.421975214944,3838.0567192499298
1955-09-01,3416.842105263157,3240.045332974037,3225.5094628063443,2779,3511.0659716520336,3662.364335925544
1955-10-01,2947.789473684209,2770.992702070887,2750.6424831286167,2761,3020.8995821312537,3010.138836729268
1955-11-01,2768.263157894736,2591.4663838768097,2565.3018192403624,2446,2805.457684569845,2810.4035509360115
1955-12-01,2529.7368421052624,2352.940065039563,2320.961155352108,2278,2515.250351415169,2511.828518927321
1956-01-01,2352.95043859649,2176.6447595988075,2166.9208097020087,1879,2304.385953692786,2280.0399452592187
1956-02-01,2335.318859649122,2159.9953909065543,2144.489388879798,1881,2077.8962221637603,2024.8083840047982
1956-03-01,2472.0030701754376,2297.661809553106,2276.406059465153,2165,2206.7536437518315,2197.4447551124567
1956-04-01,2580.055701754385,2406.696648396755,2379.723453037022,2199,2380.812380307344,2404.223831950187
1956-05-01,2642.95043859649,2470.5735917635943,2437.9152538059298,2308,2421.243424734733,2413.08064319486
1956-06-01,2797.424122807017,2626.029480802693,2587.7183038771423,2529,2532.0133472093944,2488.5244332262882
1956-07-01,3187.634649122806,3017.222209242801,2973.2904979875,2573,2957.7023409824974,2976.3122812425177
1956-08-01,4292.424122807017,4122.993878998552,4073.473941400159,3946,3325.365659051212,3406.8072200036063
1956-09-01,3542.634649122806,3374.186613299129,3319.1107393782795,3200,3400.25902344146,3576.1613133682677
1956-10-01,3073.582017543859,2906.116186686031,2845.5166813955466,2574,3125.928019588873,3163.2174240959125
1956-11-01,2894.055701754385,2727.5720727820067,2661.481241136168,2422,2644.655755118025,2584.352714553313
1956-12-01,2655.5293859649114,2490.027958234812,2418.478102810672,2446,2365.256304560589,2348.3878613890806
1957-01-01,2478.7429824561395,2314.71485708411,2265.807584657212,2828,2209.931919420917,2185.1796727079654
1957-02-01,2461.1114035087708,2299.0476926819088,2244.778293265524,2879,2396.6857138532428,2448.9030426266413
1957-03-01,2597.795614035087,2437.6963156185134,2378.1293952152832,2800,2644.43816991807,2700.4151369310007
1957-04-01,2705.848245614034,2547.713358752215,2482.9135220854387,2835,2707.216070106064,2694.9031247874736
1957-05-01,2768.7429824561395,2612.5725064091066,2542.604358086516,2585,2760.9019718165614,2732.7325820056394
1957-06-01,2923.216666666666,2769.010599738257,2693.9387453237778,2787,2735.4346366755994,2659.6898078148374
1957-07-01,3313.4271929824554,3161.1855324684184,3081.074578534068,3334,3037.611242141993,3023.917481850933
1957-08-01,4418.216666666666,4267.939406514222,4182.853962980544,4746,3794.098203268124,3884.902627346025
1957-09-01,3668.427192982456,3520.114345104851,3430.11900392636,3613,3972.813147176359,4106.600753538056
1957-10-01,3199.374561403508,3053.0261227818064,2958.185490845206,3463,3317.438892245936,3278.3861545003847
1957-11-01,3019.8482456140346,2875.4642131678343,2775.8428974212898,3274,3089.131054134893,3029.6603856788615
1957-12-01,2781.3219298245604,2638.902302910693,2534.5649078651363,2801,3011.8875882207326,2966.92187681363
1958-01-01,2604.5355263157885,2464.5714060500427,2383.6518404149024,2488,2950.376070793511,2920.5510497589275
1958-02-01,2586.90394736842,2449.8864459378947,2364.412301660321,2386,2812.294607818969,2799.3892474652584
1958-03-01,2723.588157894736,2589.517273164552,2499.585458181071,2428,2806.096329152718,2821.5219132565226
1958-04-01,2831.640789473683,2700.516520588306,2606.223941556097,2678,2840.7696325252227,2845.802993299502
1958-05-01,2894.5355263157885,2766.3578725352504,2667.8014359959284,2744,2854.965463949121,2838.562465056752
1958-06-01,3049.009210526315,2923.7781701544536,2821.054783605828,2772,3102.732968323073,3042.37175727488
1958-07-01,3439.2197368421043,3316.935307174668,3210.141879122635,3520,3622.677665454789,3565.87398639392
1958-08-01,4544.009210526315,4424.671385510524,4313.904827809511,3833,4291.748214663574,4285.592189263005
1958-09-01,3794.219736842104,3677.828528391205,3563.1857349296106,3377,3953.5217687580607,3974.076873185362
1958-10-01,3325.167105263157,3211.7225103582127,3093.30038995662,3013,3688.948744142144,3676.3986365297574
1958-11-01,3145.6407894736835,3035.1428050342934,2913.0382665747507,2871,3315.07043504879,3313.8361574748305
1958-12-01,2907.1144736842098,2799.5630990672043,2673.873048994526,2592,2929.4748587667486,2943.213558510373
1959-01-01,2730.328070175437,2626.214406496607,2525.105055454102,2375,2639.92197503972,2630.3850825492696
1959-02-01,2712.696491228069,2612.511650674511,2508.0428925432143,2304,2533.8365956968173,2520.8115625702694
1959-03-01,2849.380701754385,2753.1246821912214,2645.4257268415386,2464,2602.3616225095884,2591.705324161952
1959-04-01,2957.4333333333325,2865.106133905028,2754.306189928024,2557,2799.825995698264,2810.6061060832176
1959-05-01,3020.328070175437,2931.9296901420253,2818.1579660131924,2739,2877.645528288407,2865.2400590837706
1959-06-01,3174.801754385964,3090.332192051281,2973.717897202313,2714,3102.640008328245,3081.9004744080426
1959-07-01,3565.0122807017533,3484.471533361547,3365.143878232225,3102,3506.6764162288505,3503.6185882419863
1959-08-01,4669.801754385964,4593.189815987456,4471.278014366085,3961,3706.876170473379,3758.0948880279616
1959-09-01,3920.0122807017538,3847.329163158191,3722.9624108670528,3772,3787.628988835105,3884.3990118933702
1959-10-01,3450.9596491228062,3382.2053494152506,3255.5128572088133,3245,3581.6387678457604,3622.044721303994
1959-11-01,3271.4333333333325,3206.6078483813835,3077.7188270755746,3104,3227.395157250613,3214.5541289854577
1959-12-01,3032.9070175438587,2972.010346704348,2841.054004677863,2869,2933.325402428934,2933.322067998997
1960-01-01,2856.120614035087,2799.643858423803,2694.818708253837,2513,2697.6958572936483,2684.0772938156615
1960-02-01,2838.4890350877185,2786.92330689176,2680.321544393228,2385,2548.4546689282,2517.177722978662
1960-03-01,2975.1732456140344,2928.5185426985217,2820.301679675712,2756,2607.3030895653046,2601.625780871332
1960-04-01,3083.225877192981,3041.482198702381,2931.811745680239,2927,2857.9722013731684,2894.7603404988877
1960-05-01,3146.120614035087,3109.287959229431,2998.325426617333,2940,3038.7646082029964,3055.5176733872413
1960-06-01,3300.594298245613,3268.6726654287395,3156.57956459226,3180,3115.183068841628,3074.599956149648
1960-07-01,3690.804824561402,3663.794211029058,3550.7320543418605,3791,3546.060511834049,3519.4850199687266
1960-08-01,4795.594298245614,4773.49469794502,4659.625001129292,4093,4119.843438093832,4120.807627056546
1960-09-01,4045.804824561402,4028.616249405807,3914.1005102177137,4309,4083.878202258272,4091.585796345547
1960-10-01,3576.752192982455,3564.4746399529195,3449.4743710808075,3532,3933.3221929268257,3946.6701332260086
1960-11-01,3397.225877192982,3389.8593432091056,3274.536057402788,3408,3524.977976853388,3488.6807632312084
1960-12-01,3158.699561403508,3156.2440458221217,3040.759253394176,2839,3208.640992209408,3206.1861585805773
1961-01-01,2981.913157894736,2984.85976183163,2897.4442772931297,2792,2762.7238613661325,2711.5452700484884
1961-02-01,2964.2815789473675,2973.121414589639,2885.899735689384,2798,2731.545908249516,2711.5324033151874
1961-03-01,3100.965789473684,3115.698854686454,3028.864795162616,3007,2959.2364317798333,2961.291515707602
1961-04-01,3209.0184210526304,3229.644714980366,3143.392087291769,3086,3179.737601065584,3190.4929440160067
1961-05-01,3271.9131578947363,3298.432679797468,3212.955296287372,3201,3300.236660985465,3262.5133000968603
1961-06-01,3426.3868421052625,3458.7995902868297,3374.2912642546926,3428,3566.009828370396,3506.87357655382
1961-07-01,3816.597368421052,3854.9033401772,3771.557885930567,3754,3973.129857955104,3909.7206341596675
1961-08-01,4921.386842105262,4965.586031383215,4883.597266578155,4917,4239.829185864329,4181.346276780445
1961-09-01,4171.597368421051,4221.689787134054,4141.251511460614,3760,4585.936468135064,4534.41710218975
1961-10-01,3702.5447368421046,3758.53038197122,3679.8364100516296,3609,3952.0928953912494,3869.467994161316
1961-11-01,3523.018421052631,3584.8972895174584,3508.141436035411,3471,3635.879728345848,3603.2254408866393
1961-12-01,3284.492105263157,3352.264196420527,3277.640273622485,3347,3250.9255699170026,3233.892557109284
1962-01-01,3107.705701754385,3181.862116720088,3137.6332410510067,3333,3150.2085004385617,3150.2472883936334
1962-02-01,3090.0741228070165,3171.10597376815,3129.428944910709,3456,3189.1231988231925,3178.433085080117
1962-03-01,3226.7583333333323,3314.665618155017,3275.7665517812693,3569,3417.444311696019,3417.95267867308
1962-04-01,3334.81096491228,3429.593682738982,3393.6986932416376,3900,3571.028695200808,3540.2391009211847
1962-05-01,3397.705701754385,3499.3638518461366,3466.699053502337,3909,3773.1212521204016,3727.1925425987906
1962-06-01,3552.1793859649115,3660.712966625552,3631.5044746686335,4098,3947.491755739719,3851.9977631159027
1962-07-01,3942.389912280701,4057.798920805975,4032.272851477367,4826,4326.364190243392,4202.481698684725
1962-08-01,5047.179385964912,5169.463816302042,5147.846289191697,5770,4774.017682144118,4640.694589770634
1962-09-01,4297.389912280701,4426.549776342934,4409.06689307478,5108,4692.028769418816,4583.990120925639
1962-10-01,3828.3372807017536,3964.3725754701513,3951.250452600302,4360,4465.679336300494,4318.317729553965
1962-11-01,3648.81096491228,3791.7216873064426,3783.18644145247,4100,4050.528367554913,3910.008990652403
1962-12-01,3410.2846491228065,3560.0707984995643,3556.3485438418147,3562,3776.160392683065,3677.5378395248886
1963-01-01,3233.498245614034,3390.650923089177,3420.037078006488,3284,3497.242240612324,3407.4355580013034
1963-02-01,3215.866666666666,3380.8769844272915,3415.5606505362257,3278,3434.0444897388084,3341.497445537206
1963-03-01,3352.5508771929817,3525.418833104212,3565.6584280107027,3424,3616.794154493363,3522.7185503932774
1963-04-01,3460.603508771929,3641.329101978229,3687.383042008868,3843,3909.351561667385,3807.9399269871756
1963-05-01,3523.498245614034,3712.0814753754366,3764.20817674125,3614,4134.267253249101,4007.763259651333
1963-06-01,3677.97192982456,3874.412794444903,3932.870674313108,3536,4280.379008414775,4080.4029280521677
1963-07-01,4068.18245614035,4272.480952915379,4337.528429461288,4505,4635.688987725589,4401.946567035037
1963-08-01,5172.971929824561,5385.128052701499,5457.023547448944,5456,5029.833476791291,4813.052522192538
1963-09-01,4423.18245614035,4643.196217032444,4722.198133539236,4881,5033.501498483392,4835.641285469419
1963-10-01,3954.1298245614025,4182.001220449714,4268.367977205847,4041,4725.717307107856,4534.034493246169
1963-11-01,3774.603508771929,4010.332536576058,4104.32255213299,3724,4254.451439265738,4098.647097212724
1963-12-01,3536.077192982455,3779.663852059232,3881.53554253119,3525,3747.763478742794,3657.273144179081
1964-01-01,3359.290789473683,3611.2261809388974,3749.3072666386,3437,3445.4088768012957,3391.9876130686494
1964-02-01,3341.659210526315,3602.4344465670647,3748.9463310449582,3324,3426.44912419546,3375.169424650377
1964-03-01,3478.343421052631,3747.958499534038,3903.191902329937,3977,3619.637497236586,3548.3578113770445
1964-04-01,3586.396052631578,3864.8509726981074,4029.096612072485,4025,4089.938932468348,4034.156887867857
1964-05-01,3649.290789473683,3936.5855503853672,4110.134144483133,4016,4043.5879997729166,3935.6203744661957
1964-06-01,3803.76447368421,4099.899073744887,4283.04134166714,4031,4151.863201701112,3979.8000768627826
1964-07-01,4193.974999999999,4498.949436505416,4691.97609836135,4489,4635.08117740761,4417.164980854934
1964-08-01,5298.76447368421,5612.578740581588,5815.780519828918,5563,4941.426806309752,4732.131226207494
1964-09-01,4548.974999999999,4871.629109202585,5085.296711333004,5709,4961.184636410441,4789.111969329059
1964-10-01,4079.922368421052,4411.416316909908,4635.840462347293,4620,4791.198087556562,4626.783760468806
1964-11-01,3900.396052631578,4240.729837326305,4476.201246555993,4160,4333.236376682881,4157.653057790013
1964-12-01,3661.869736842104,4011.043357099531,4257.852748169634,4012,3933.293421418427,3795.0765018920633
1965-01-01,3485.0833333333326,3843.587890269249,4130.095285426367,3987,3703.2011525602406,3613.4910236277797
1965-02-01,3467.451754385964,3835.778360187469,4134.237464915928,4155,3725.436017216542,3640.103878657562
1965-03-01,3604.13596491228,3982.2846174444944,4293.018453217997,4054,4143.036879109929,4024.2081158947685
1965-04-01,3712.188596491227,4100.159294898617,4423.490881911514,4485,4231.581876654223,4089.5506703743044
1965-05-01,3775.0833333333326,4172.87607687593,4509.128435207012,4558,4396.050911498625,4240.221647027614
1965-06-01,3929.5570175438593,4337.171804525502,4686.667955209753,4462,4488.516014033371,4281.381917532496
1965-07-01,4319.767543859648,4737.204371576083,5100.267336656577,4594,4743.348048292252,4481.513252282016
1965-08-01,5424.557017543859,5851.815879942307,6228.768684810644,6481,5058.293716551853,4778.684273490578
1965-09-01,4674.767543859648,5111.848452853357,5503.014104935111,6345,5309.064625131423,5050.542413196852
1965-10-01,4205.7149122807,4652.617864850734,5058.319386503661,5142,5125.528767615356,4857.925110834973
1965-11-01,4026.188596491228,4482.913589557182,4903.474003200505,4824,4690.961191824304,4431.771961870519
1965-12-01,3787.662280701754,4254.209313620462,4689.951639236172,4573,4420.5499587914455,4206.089709741722
1966-01-01,3610.8758771929815,4087.736051080232,4567.052612848814,4158,4244.418913978327,4089.329857720558
1966-02-01,3593.2442982456128,4080.908725288505,4576.085530628166,4140,4071.904471084595,3902.2440398219965
1966-03-01,3729.928508771929,4228.397186835583,4739.7895591539045,4251,4137.355734254575,3948.141671367817
1966-04-01,3837.981140350877,4347.254068579758,4875.217330004977,4734,4478.250306770519,4280.353412600476
1966-05-01,3900.8758771929815,4420.953054847123,4965.842527391913,4858,4673.537972806118,4460.173004249397
1966-06-01,4055.349561403508,4586.230986786748,5148.401993419971,4798,4710.054854738728,4451.897875796187
1966-07-01,4445.560087719297,4987.245758127382,5567.053622825997,5080,4959.920933877018,4630.997576738003
1966-08-01,5550.349561403507,6102.839470783659,6700.6395208731465,6905,5341.994597546807,5000.38318164489
1966-09-01,4800.560087719297,5363.854247984761,5980.001792824578,5504,5454.659626901843,5146.0802019829225
1966-10-01,4331.50745614035,4905.60586427219,5540.456228153974,5457,5122.699352745911,4798.048667516635
1966-11-01,4151.981140350877,4736.883793268691,5390.792300545551,5198,4948.512770941044,4677.4784699130705
1966-12-01,3913.4548245614014,4509.161721622024,5182.483694209827,4890,4729.919052628777,4495.835000612567
